"Variables ->","GDP","CPI_U","S","RS","GDP_RW","CPI_RW","RS_RW","D4L_CPI_TAR","CPI","L_CPI","L_CPI_RW","L_CPI_U","L_GDP","L_GDP_RW","L_S","L_Z","DLA_CPI","DLA_CPI_RW","DLA_CPI_U","DLA_GDP","DLA_GDP_RW","DLA_S","DLA_Z","D4L_CPI","D4L_CPI_RW","D4L_CPI_U","D4L_GDP","D4L_GDP_RW","D4L_S","D4L_Z","RR","RR_RW","RR_BAR","RR_GAP","L_Z_BAR","L_Z_GAP","RR_RW_BAR","RR_RW_GAP","DLA_Z_BAR","L_GDP_GAP","L_GDP_BAR","DLA_GDP_BAR","L_GDP_RW_BAR_PURE","L_GDP_RW_GAP_PURE","L_GDP_RW_BAR","L_GDP_RW_GAP"
"2010Q4",8.97496000e+05,9.36600000e+01,2.50600000e+01,1.21000000e+00,2.13347230e+06,1.10600000e+02,1.02000000e+00,2.00000000e+00,9.42750253e+01,4.54621631e+02,4.70592009e+02,4.53967120e+02,1.37073639e+03,1.45732614e+03,3.22127295e+02,3.38097673e+02,1.55510299e+00,1.99411245e+00,-6.40102553e-01,2.32116101e+00,2.15557015e+00,7.24803403e+00,7.68704349e+00,1.95430781e+00,1.97230645e+00,1.98410649e+00,2.77601676e+00,2.23435317e+00,-5.47390668e+00,-5.45590804e+00,-7.44307808e-01,-9.52306446e-01,-6.06065836e-01,-1.38241972e-01,3.39543234e+02,-1.44556173e+00,-3.97808055e-01,-5.54498391e-01,-9.77420868e-01,3.27283186e-01,1.37217404e+03,-3.92055511e-01,1.45737929e+03,-5.31483948e-02,1.45910926e+03,-1.78311569e+00
"2011Q1",9.03468000e+05,9.47600000e+01,2.45400000e+01,1.21000000e+00,2.15021620e+06,1.11730000e+02,1.09000000e+00,2.00000000e+00,9.44089049e+01,4.54763540e+02,4.71608525e+02,4.55134738e+02,1.37139960e+03,1.45810790e+03,3.20030444e+02,3.36875429e+02,5.67635523e-01,4.06606299e+00,4.67047021e+00,2.65281122e+00,3.12702201e+00,-8.38740407e+00,-4.88897661e+00,1.71408067e+00,2.47373643e+00,1.73510128e+00,2.94144799e+00,2.61681233e+00,-3.64113037e+00,-2.88147461e+00,-5.04080667e-01,-1.38373643e+00,-6.70063061e-01,1.65982394e-01,3.39374482e+02,-2.49905318e+00,-5.34778187e-01,-8.48958246e-01,-6.75010796e-01,7.01433010e-01,1.37206785e+03,-4.24751432e-01,1.45739393e+03,7.13965184e-01,1.45910790e+03,-1.00000000e+00
"2011Q2",9.05456000e+05,9.53400000e+01,2.43500000e+01,1.21000000e+00,2.15115740e+06,1.12650000e+02,1.41000000e+00,2.00000000e+00,9.49660373e+01,4.55351933e+02,4.72428567e+02,4.55744945e+02,1.37161940e+03,1.45815166e+03,3.19253185e+02,3.36329819e+02,2.35357029e+00,3.28016813e+00,2.44082819e+00,8.79197048e-01,1.75051061e-01,-3.10903590e+00,-2.18243807e+00,1.76592384e+00,2.67186316e+00,1.75647305e+00,2.06275243e+00,1.75732005e+00,-5.39591424e+00,-4.48997491e+00,-5.55923839e-01,-1.26186316e+00,-7.35761757e-01,1.79837918e-01,3.39279524e+02,-2.94970531e+00,-6.65378431e-01,-5.96484732e-01,-3.79829544e-01,1.04780463e+00,1.37196424e+03,-4.14443640e-01,1.45740563e+03,7.46025669e-01,1.45905166e+03,-9.00000000e-01
"2011Q3",9.05804000e+05,9.54500000e+01,2.47600000e+01,1.18000000e+00,2.15210410e+06,1.13030000e+02,1.56000000e+00,2.00000000e+00,9.55813786e+01,4.55997802e+02,4.72765327e+02,4.55860255e+02,1.37165782e+03,1.45819566e+03,3.20922945e+02,3.37690470e+02,2.58347637e+00,1.34704133e+00,4.61240158e-01,1.53705157e-01,1.75996744e-01,6.67903932e+00,5.44260428e+00,1.76494629e+00,2.67184622e+00,1.73310900e+00,1.50171861e+00,1.40840999e+00,6.07658341e-01,1.51455827e+00,-5.84946292e-01,-1.11184622e+00,-8.01415208e-01,2.16468916e-01,3.39254993e+02,-1.56452305e+00,-7.88492426e-01,-3.23353797e-01,-9.81247467e-02,1.35164632e+00,1.37187340e+03,-3.63383293e-01,1.45741355e+03,7.82106564e-01,1.45949566e+03,-1.30000000e+00
"2011Q4",9.04265000e+05,9.59100000e+01,2.58000000e+01,1.16000000e+00,2.14746150e+06,1.13820000e+02,1.50000000e+00,2.00000000e+00,9.65077267e+01,4.56962308e+02,4.73461825e+02,4.56341025e+02,1.37148777e+03,1.45797970e+03,3.25037449e+02,3.41536967e+02,3.85802327e+00,2.78599319e+00,1.92308063e+00,-6.80195228e-01,-8.63827137e-01,1.64580176e+01,1.53859876e+01,2.34067636e+00,2.86981641e+00,2.37390480e+00,7.51379550e-01,6.53560669e-01,2.91015425e+00,3.43929429e+00,-1.18067636e+00,-1.36981641e+00,-8.65164301e-01,-3.15512063e-01,3.39295676e+02,2.24129150e+00,-9.03376618e-01,-4.66439791e-01,1.62729334e-01,1.47372555e+00,1.37180475e+03,-2.74599007e-01,1.45741731e+03,5.62393553e-01,1.45957970e+03,-1.60000000e+00
"2012Q1",9.00998000e+05,9.82500000e+01,2.47300000e+01,1.20000000e+00,2.14592170e+06,1.14770000e+02,1.04000000e+00,2.00000000e+00,9.78873578e+01,4.58381741e+02,4.74293013e+02,4.58751525e+02,1.37112583e+03,1.45790797e+03,3.20801708e+02,3.36712980e+02,5.67773284e+00,3.32474901e+00,9.64199960e+00,-1.44776847e+00,-2.86915934e-01,-1.69429642e+01,-1.92959480e+01,3.61820069e+00,2.68448791e+00,3.61678715e+00,-2.73765374e-01,-1.99923817e-01,7.71264225e-01,-1.62448555e-01,-2.41820069e+00,-1.64448791e+00,-9.25014629e-01,-1.49318606e+00,3.39395381e+02,-2.68240084e+00,-1.00948954e+00,-6.34998369e-01,3.98821390e-01,1.27424373e+00,1.37176680e+03,-1.51804921e-01,1.45741701e+03,4.90959670e-01,1.45990797e+03,-2.00000000e+00
"2012Q2",8.97570000e+05,9.86000000e+01,2.56400000e+01,1.23000000e+00,2.14006650e+06,1.15380000e+02,7.00000000e-01,2.00000000e+00,9.82136272e+01,4.58714498e+02,4.74823103e+02,4.59107126e+02,1.37074464e+03,1.45763475e+03,3.24415363e+02,3.40523969e+02,1.33102733e+00,2.12036125e+00,1.42240434e+00,-1.52477044e+00,-1.09290150e+00,1.44546202e+01,1.52439541e+01,3.36256495e+00,2.39453620e+00,3.36218118e+00,-8.74757245e-01,-5.16911956e-01,5.16217825e+00,4.19414949e+00,-2.13256495e+00,-1.69453620e+00,-9.79168981e-01,-1.15339597e+00,3.39549320e+02,9.74649028e-01,-1.10658127e+00,-5.87954923e-01,6.15754650e-01,7.31357739e-01,1.37176697e+03,7.06301208e-04,1.45741313e+03,2.21618488e-01,1.45973475e+03,-2.10000000e+00
"2012Q3",8.94737000e+05,9.85600000e+01,2.48700000e+01,9.80000000e-01,2.13661640e+06,1.15940000e+02,3.60000000e-01,2.00000000e+00,9.87229641e+01,4.59231758e+02,4.75307282e+02,4.59066550e+02,1.37042851e+03,1.45747340e+03,3.21366226e+02,3.37441749e+02,2.06904377e+00,1.93671483e+00,-1.62304729e-01,-1.26451656e+00,-6.45378828e-01,-1.21965497e+01,-1.23288786e+01,3.23395680e+00,2.54195457e+00,3.20629496e+00,-1.22931268e+00,-7.22255849e-01,4.43281000e-01,-2.48721233e-01,-2.25395680e+00,-2.18195457e+00,-1.02676339e+00,-1.22719342e+00,3.39751025e+02,-2.30927641e+00,-1.19479874e+00,-9.87155832e-01,8.06823112e-01,-2.31040910e-02,1.37181152e+03,1.78182476e-01,1.45740642e+03,6.69779785e-02,1.45977340e+03,-2.30000000e+00
"2012Q4",8.91708000e+05,9.86200000e+01,2.51400000e+01,5.80000000e-01,2.12555410e+06,1.16420000e+02,2.00000000e-01,2.00000000e+00,9.92096250e+01,4.59723504e+02,4.75720434e+02,4.59127408e+02,1.37008940e+03,1.45695431e+03,3.22446020e+02,3.38442951e+02,1.96698040e+00,1.65261037e+00,2.43432404e-01,-1.35643825e+00,-2.07637397e+00,4.31917814e+00,4.00480811e+00,2.76119609e+00,2.25860887e+00,2.78638291e+00,-1.39837343e+00,-1.02539256e+00,-2.59142888e+00,-3.09401610e+00,-2.18119609e+00,-2.05860887e+00,-1.06765475e+00,-1.11354134e+00,3.39994641e+02,-1.55169023e+00,-1.27465635e+00,-7.83952512e-01,9.74463399e-01,-7.58005777e-01,1.37190540e+03,3.75539548e-01,1.45739781e+03,-4.43498905e-01,1.45965431e+03,-2.70000000e+00
"2013Q1",8.80154000e+05,9.99600000e+01,2.57400000e+01,5.00000000e-01,2.12101830e+06,1.16890000e+02,2.10000000e-01,2.00000000e+00,9.95882282e+01,4.60104397e+02,4.76123332e+02,4.60477011e+02,1.36878522e+03,1.45674069e+03,3.24804620e+02,3.40823556e+02,1.52357226e+00,1.61159191e+00,5.39841007e+00,-5.21673303e+00,-8.54487111e-01,9.43439960e+00,9.52241925e+00,1.72265594e+00,1.83031959e+00,1.72548552e+00,-2.34061457e+00,-1.16728535e+00,4.00291206e+00,4.11057572e+00,-1.22265594e+00,-1.62031959e+00,-1.10246696e+00,-1.20188979e-01,3.40272867e+02,5.50689004e-01,-1.34728550e+00,-2.73034090e-01,1.11290232e+00,-1.24259482e+00,1.37205228e+03,5.87494333e-01,1.45738823e+03,-6.47541122e-01,1.45974069e+03,-3.00000000e+00
"2013Q2",8.82935000e+05,1.00110000e+02,2.59500000e+01,4.60000000e-01,2.12770160e+06,1.16960000e+02,2.10000000e-01,2.00000000e+00,9.97236575e+01,4.60240294e+02,4.76183200e+02,4.60626958e+02,1.36910069e+03,1.45705529e+03,3.25617161e+02,3.41560067e+02,5.43587757e-01,2.39469753e-01,5.99790186e-01,1.26187722e+00,1.25841301e+00,3.25016298e+00,2.94604497e+00,1.52579605e+00,1.36009672e+00,1.51983198e+00,-1.64395265e+00,-5.79456723e-01,1.20179776e+00,1.03609843e+00,-1.06579605e+00,-1.15009672e+00,-1.13251989e+00,6.67238437e-02,3.40577432e+02,9.82635085e-01,-1.41430754e+00,2.64210819e-01,1.21826065e+00,-1.33802685e+00,1.37225445e+03,8.08698715e-01,1.45737836e+03,-3.23067627e-01,1.46025529e+03,-3.20000000e+00
"2013Q3",8.85932000e+05,9.98300000e+01,2.57400000e+01,4.60000000e-01,2.13068510e+06,1.17490000e+02,2.20000000e-01,2.00000000e+00,1.00002427e+02,4.60519445e+02,4.76635322e+02,4.60346874e+02,1.36943955e+03,1.45719541e+03,3.24804620e+02,3.40920497e+02,1.11660623e+00,1.80849103e+00,-1.12033683e+00,1.35544521e+00,5.60494046e-01,-3.25016298e+00,-2.55827818e+00,1.28768666e+00,1.32804077e+00,1.28032396e+00,-9.88962212e-01,-2.77988505e-01,3.43839444e+00,3.47874854e+00,-8.27686663e-01,-1.10804077e+00,-1.15920851e+00,3.31521852e-01,3.40900411e+02,2.00867643e-02,-1.47751445e+00,3.69473688e-01,1.29191511e+00,-1.04636763e+00,1.37251292e+03,1.03387168e+00,1.45736846e+03,-1.73050750e-01,1.46059541e+03,-3.40000000e+00
"2013Q4",9.02098000e+05,9.97600000e+01,2.74300000e+01,4.10000000e-01,2.13561750e+06,1.17370000e+02,2.40000000e-01,2.00000000e+00,1.00351189e+02,4.60867592e+02,4.76533134e+02,4.60276730e+02,1.37124784e+03,1.45742664e+03,3.31163730e+02,3.46829272e+02,1.39258744e+00,-4.08754187e-01,-2.80575191e-01,7.23318535e+00,9.24904332e-01,2.54364411e+01,2.36350995e+01,1.14408842e+00,8.12699627e-01,1.14932206e+00,1.15844369e+00,4.72331070e-01,8.71771018e+00,8.38632138e+00,-7.34088422e-01,-5.72699627e-01,-1.18388611e+00,4.49797689e-01,3.41234491e+02,5.59478107e+00,-1.53853313e+00,9.65833499e-01,1.33632228e+00,-5.04148847e-01,1.37282740e+03,1.25792570e+00,1.45735861e+03,6.80261833e-02,1.46102664e+03,-3.60000000e+00
"2014Q1",NaN,1.00160000e+02,2.74400000e+01,3.70000000e-01,NaN,1.17630000e+02,3.00000000e-01,2.00000000e+00,9.97813923e+01,4.60298172e+02,4.76754410e+02,4.60676891e+02,NaN,NaN,3.31200180e+02,3.47656419e+02,-2.27768174e+00,8.85106744e-01,1.60064239e+00,NaN,NaN,1.45799163e-01,3.30858764e+00,1.93774921e-01,6.31078335e-01,1.99880139e-01,NaN,NaN,6.39556007e+00,6.83286348e+00,1.76225079e-01,-3.31078335e-01,-1.20769875e+00,1.38392383e+00,3.41572374e+02,6.08404488e+00,-1.59875950e+00,1.26768116e+00,1.35153240e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN
